data,sample,gen,gen_args,gen_str,gen_n,max_k,min_k,range_k,za,info_loss,alpha_adm,alpha_dm,info_loss_args,info_loss_args_str,handler_str,calgo,calgo_args,calgo_str,enforcer,enforcer_str,enforcer_args,max_dist,adm,dm,am,num_fake_edges,radm,num_raw_entities,num_anonymized_entities,num_raw_edges,num_anonymized_edges,anonymized_anonymity,anonymized_attribute_anonymity,anonymized_degree_anonymity,removed_entities,num_removed_edges,num_anonymized_fake_entities
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,ms,ms#0.00,0.00,0.0,0.013752884306035692,2.0650740032850883e-05,0.027485117872038636,2202016,0.013752884306035692,8917,8917,96366,2296557,1,25,1,0,1825,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,ms,ms#0.25,0.25,0.25,0.004324935599787057,3.443781296891348e-05,0.008615433386605129,680818,0.004324935599787057,8917,8917,96366,776124,1,5,1,0,1060,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,ms,ms#1.00,1.00,1.0,0.015902450501637282,0.0001172514307711787,0.0316876495725037,2527835,0.015902450501637282,8917,8917,96366,2623633,1,5,1,0,568,0
yago,-1,te,"2,5,1","te#2,5,1",0,5,2,1,,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,sr,sr,,,0.33430783199021474,2.3071731175555855e-05,0.668592592249256,48319724,0.33430783199021474,8917,8917,96366,48414229,1,5,1,0,1861,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,ms,ms#0.75,0.75,0.75,0.01420718883185136,9.73615736688914e-05,0.028317016090033658,2281612,0.01420718883185136,8917,8917,96366,2377380,1,7,1,0,598,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",2,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,ms,ms#1.00,1.00,1.0,0.014046831033276305,5.050439055232884e-05,0.02804315767600024,2250826,0.014046831033276305,8917,8917,96366,2345839,1,5,1,0,1353,0
yago,-1,zipf,"2,5,1,2","zipf#2,5,1,2",0,5,2,1,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,sr,sr,,,0.4959737937671506,0.4873580260050639,0.5045895615292368,1864527,0.017052695760466367,8917,4572,96366,1881518,1,2,1,4345,79375,0
yago,-1,zipf,"2,5,1,2","zipf#2,5,1,2",1,5,2,1,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,sr,sr,,,0.33430783199021474,2.3071731175555855e-05,0.668592592249256,48319724,0.33430783199021474,8917,8917,96366,48414229,1,5,1,0,1861,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",2,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,ms,ms#1.00,1.00,1.0,0.004563003033124151,4.6882336271293115e-05,0.009079123729977013,733999,0.004563003033124151,8917,8917,96366,830067,1,5,1,0,298,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",2,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#0.00,0.00,0.0,0.37606785649489294,0.37078342575377543,0.38135228723600395,1094223,0.008461651970983437,8917,5611,96366,1138205,1,5,1,3306,52384,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,ms,ms#1.00,1.00,1.0,0.00470438288168653,3.7817768135679426e-05,0.009370947995237409,745547,0.00470438288168653,8917,8917,96366,840820,1,5,1,0,1093,0
yago,-1,zipf,"2,5,1,2","zipf#2,5,1,2",2,5,2,1,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,sr,sr,,,0.33430783199021474,2.3071731175555855e-05,0.668592592249256,48319724,0.33430783199021474,8917,8917,96366,48414229,1,5,1,0,1861,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",2,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,ms,ms#0.25,0.25,0.25,0.02150712756892566,0.006299785246137931,0.03671446989171301,2526482,0.015434744221651416,8917,8862,96366,2618216,1,5,1,55,4632,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,sr,sr,,,0.3852459934683511,0.3586197468564058,0.41187224008031037,5543498,0.0416897766949754,8917,5720,96366,5587778,1,5,1,3197,52086,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",2,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,ms,ms#0.50,0.50,0.5,0.0217053979906828,0.005957172553496359,0.03745362342786925,2555942,0.01596732307125159,8917,8865,96366,2648428,1,9,1,52,3880,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,max,km#max,ms,ms#0.25,0.25,0.25,0.014753644419118531,0.0006809634976286574,0.02882632534060837,2330744,0.014200914278042478,8917,8912,96366,2422524,1,6,1,5,4586,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",2,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,sr,sr,,,0.57700990445832,0.2483287489403006,0.9056910599763307,48092198,0.437521929042554,8917,6705,96366,48168323,1,5,1,2212,20241,0
yago,-1,zipf,"2,5,1,2","zipf#2,5,1,2",0,5,2,1,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,sr,sr,,,0.01615401394010958,0.015483835582933026,0.016824192297286218,109058,0.0006886760980986387,8917,8779,96366,202023,1,2,1,138,3401,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",2,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#0.25,0.25,0.25,0.02721681510589702,0.012128047881645997,0.04230558233014789,2522715,0.01540287154978254,8917,8810,96366,2614426,1,5,1,107,4655,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,ms,ms#0.75,0.75,0.75,0.01379929279816078,6.8353697977190355e-06,0.027591750226523826,2147112,0.01379929279816078,8917,8917,96366,2241585,1,25,1,0,1893,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",2,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,ms,ms#0.75,0.75,0.75,0.004563003033124151,4.6882336271293115e-05,0.009079123729977013,733999,0.004563003033124151,8917,8917,96366,830067,1,5,1,0,298,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",2,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,ms,ms#0.75,0.75,0.75,0.014251114101260655,9.542163661038543e-05,0.028406806565910974,2280210,0.014251114101260655,8917,8917,96366,2375977,1,5,1,0,599,0
yago,-1,zipf,"2,5,1,2","zipf#2,5,1,2",2,5,2,1,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,sr,sr,,,0.4951695919635639,0.48734331455370544,0.5029958693734327,1700241,0.01547058686015785,8917,4572,96366,1717298,1,2,1,4345,79309,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,ms,ms#0.25,0.25,0.25,0.021660741286123584,0.006396697207166025,0.03692478536508098,2506773,0.015478175635035334,8917,8861,96366,2598213,1,9,1,56,4926,0
yago,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,ms,ms#0.75,0.75,0.75,0.014147062280855353,4.146497557144387e-05,0.028252659586139126,2265905,0.014147062280855353,8917,8917,96366,2360738,1,5,1,0,1533,0
yago,-1,zipf,"2,5,1,2","zipf#2,5,1,2",1,5,2,1,2.0,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,sr,sr,,,0.31952795787083577,0.06687170554197887,0.572184210199691,36358631,0.27078973261746975,8917,8321,96366,36446869,1,2,1,596,8128,0
