data,sample,gen,gen_args,gen_str,gen_n,max_k,min_k,range_k,info_loss,alpha_adm,alpha_dm,info_loss_args,info_loss_args_str,handler_str,calgo,calgo_args,calgo_str,enforcer,enforcer_str,enforcer_args,adm,dm,am,num_fake_edges,radm,num_raw_entities,num_anonymized_entities,num_raw_edges,num_anonymized_edges,anonymized_anonymity,anonymized_attribute_anonymity,anonymized_degree_anonymity,removed_entities,num_removed_edges,num_anonymized_fake_entities,za,max_dist
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,min,hdbscan#min,sr,sr,,0.08155491200712853,0.008549293334323409,0.1545605306799336,6524,0.08155491200712853,1005,1005,26576,24465,1,1,1,0,8635,0,2.0,
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,max,km#max,ms,ms#0,0,0.08883793541178256,0.01617385708274548,0.16150201374082004,24041,0.08883793541178256,1005,1005,26576,47825,1,1,1,0,2792,0,2.0,0.0
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,max,km#max,ms,ms#0.25,0.25,0.1251050009370348,0.02147273582337069,0.22873726605069936,31860,0.1251050009370348,1005,1005,26576,57633,1,1,1,0,803,0,2.0,0.25
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,max,km#max,ms,ms#0.75,0.75,0.15835534481112568,0.04099403480111897,0.2757166548211331,54039,0.15835534481112568,1005,1005,26576,78493,1,1,1,0,2122,0,2.0,0.75
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,max,km#max,sr,sr,,0.0951074761232926,0.020681666295388715,0.16953328595119718,29155,0.0951074761232926,1005,1005,26576,54149,1,1,1,0,1582,0,2.0,
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#0,0,1.5346154798148565e-05,3.069230959629713e-05,0.0,9,1.5346154798148565e-05,1005,1005,26576,26549,1,1,1,0,36,0,2.0,0.0
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#0.25,0.25,0.20003313213605037,0.008002772208608705,0.3920634920634925,24921,0.20003313213605037,1005,1005,26576,50606,1,1,1,0,891,0,2.0,0.25
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#0.75,0.75,0.17079693925539338,0.023636048612658073,0.3179578298981301,37072,0.17079693925539338,1005,1005,26576,50939,1,1,1,0,12709,0,2.0,0.75
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,sr,sr,,1.5346154798148565e-05,3.069230959629713e-05,0.0,9,1.5346154798148565e-05,1005,1005,26576,26549,1,1,1,0,36,0,2.0,
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,max,km#max,ms,ms#0.75,0.75,0.16294653244085208,0.04036830771515572,0.2855247571665481,54668,0.16294653244085208,1005,1005,26576,78087,1,1,1,0,3157,0,2.0,0.75
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,max,km#max,sr,sr,,0.07753669463627122,0.009136407514665473,0.1459369817578769,14591,0.07753669463627122,1005,1005,26576,37071,1,1,1,0,4096,0,2.0,
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#0,0,6.435484270191331e-06,1.2870968540382661e-05,0.0,13,6.435484270191331e-06,1005,1005,26576,26588,1,1,1,0,1,0,2.0,0.0
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#0.25,0.25,0.18648120449635255,0.008238409940348008,0.36472399905235797,24032,0.18648120449635255,1005,1005,26576,49742,1,1,1,0,866,0,2.0,0.25
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,ms,ms#0.75,0.75,0.17985240817942968,0.014383802381129183,0.3453210139777293,23490,0.17985240817942968,1005,1005,26576,34540,1,1,1,0,15526,0,2.0,0.75
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,mean,km#mean,sr,sr,,6.435484270191331e-06,1.2870968540382661e-05,0.0,13,6.435484270191331e-06,1005,1005,26576,26588,1,1,1,0,1,0,2.0,
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,ms,ms#0,0,7.425558773297689e-06,1.4851117546595378e-05,0.0,17,7.425558773297689e-06,1005,1005,26576,26583,1,1,1,0,10,0,2.0,0.0
