data,sample,anony_mode,gen,gen_args,gen_str,gen_n,max_k,min_k,range_k,info_loss,alpha_adm,alpha_dm,info_loss_args,info_loss_args_str,handler_str,calgo,calgo_args,calgo_str,enforcer,enforcer_str,enforcer_args,adm,dm,am,removed_entities,num_raw_entities,is_invalid_anonymity_clusters,num_big_clusters,radm,max_dist,za
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,ms,ms#0.75,0.75,0.001221387141663142,0.001061556201594131,0.001061556201594131,0,5000,0,0,0.001221387141663142,0.75,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,ms,ms#0,0,0.4007010809965751,0.00045949958409588466,0.00045949958409588466,2002,5000,0,0,0.00030108099657509405,0.0,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,ms,ms#1.00,1.00,0.001230368794470397,0.0010668585244852664,0.0010668585244852664,0,5000,0,0,0.001230368794470397,1.0,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,sr,sr,,0.4040359667399759,0.001393160858623928,0.001393160858623928,2002,5000,0,212,0.00363596673997584,,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,kp,kp#0.25,0.25,1.0,1.0,1.0,5000,5000,0,0,1.0,0.25,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,kp,kp#0.50,0.50,1.0,1.0,1.0,5000,5000,0,0,1.0,0.5,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,kp,kp#0.75,0.75,1.0,1.0,1.0,5000,5000,0,0,1.0,0.75,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,kp,kp#0,0,1.0,1.0,1.0,5000,5000,0,0,1.0,0.0,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,ms,ms#0.25,0.25,0.0007218636678135746,0.0006560473202254117,0.0006560473202254117,0,5000,0,0,0.0007218636678135746,0.25,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,ms,ms#0.50,0.50,0.0007218636678135746,0.0006560473202254117,0.0006560473202254117,0,5000,0,0,0.0007218636678135746,0.5,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,ms,ms#0.75,0.75,0.0007218636678135746,0.0006560473202254117,0.0006560473202254117,0,5000,0,0,0.0007218636678135746,0.75,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,ms,ms#0,0,0.0013133939290900364,0.0006520666819644636,0.0006520666819644636,3,5000,0,0,0.0007133939290900365,0.0,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,ms,ms#1.00,1.00,0.0007218636678135746,0.0006560473202254117,0.0006560473202254117,0,5000,0,0,0.0007218636678135746,1.0,
freebase,-1,anony,te,"2,5,1","te#2,5,1",0,5,2,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,sr,sr,,0.0013133939290900364,0.0006520666819644636,0.0006520666819644636,3,5000,0,0,0.0007133939290900365,,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,kp,kp#0.25,0.25,0.02902900672008576,0.025322797866589846,0.025322797866589846,15,5000,0,79,0.026029006720085762,0.25,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,kp,kp#0.50,0.50,0.028310636688770995,0.026287961726671062,0.026287961726671062,6,5000,0,81,0.027110636688770996,0.5,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,kp,kp#0.75,0.75,0.02645700336856014,0.02569689028180243,0.02569689028180243,0,5000,0,79,0.02645700336856014,0.75,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,kp,kp#0,0,0.029648686987256964,0.02596331087220053,0.02596331087220053,15,5000,0,81,0.02664868698725696,0.0,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,kp,kp#1.00,1.00,0.026964802891936195,0.026170168399904565,0.026170168399904565,0,5000,0,80,0.026964802891936195,1.0,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,ms,ms#0.50,0.50,0.019518261531017173,0.014809042847048695,0.014809042847048695,6,5000,0,0,0.018318261531017174,0.5,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,ms,ms#0.75,0.75,0.01802455143543375,0.014257358142345179,0.014257358142345179,0,5000,0,0,0.01802455143543375,0.75,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,ms,ms#0,0,0.02145323018411726,0.01467156881205003,0.01467156881205003,15,5000,0,0,0.01845323018411726,0.0,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,ms,ms#1.00,1.00,0.01814742209035101,0.014582872267701379,0.014582872267701379,0,5000,0,0,0.01814742209035101,1.0,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,sr,sr,,0.33410649580770285,0.24116827316193276,0.24116827316193276,15,5000,0,3,0.33110649580770285,,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,kp,kp#0.25,0.25,0.029056198114543928,0.02534033940915825,0.02534033940915825,15,5000,0,78,0.02605619811454393,0.25,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,kp,kp#0.50,0.50,0.02793595301173446,0.025863105033487255,0.025863105033487255,6,5000,0,80,0.02673595301173446,0.5,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,kp,kp#0.75,0.75,0.02685679321004964,0.02603192961234786,0.02603192961234786,0,5000,0,79,0.02685679321004964,0.75,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,kp,kp#0,0,0.02923868892955962,0.025538915972773423,0.025538915972773423,15,5000,0,80,0.026238688929559616,0.0,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,kp,kp#1.00,1.00,0.02683928895234111,0.026019383366058805,0.026019383366058805,0,5000,0,80,0.02683928895234111,1.0,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,ms,ms#0.50,0.50,0.019590778636692043,0.014549435022276678,0.014549435022276678,6,5000,0,0,0.018390778636692043,0.5,
freebase,-1,anony,te,"5,50,5","te#5,50,5",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,mean,hdbscan#mean,ms,ms#0.75,0.75,0.018861696047438623,0.014985243199553635,0.014985243199553635,0,5000,0,0,0.018861696047438623,0.75,
